物流单号,spu_id,商品名称,品牌,一级分类,发货仓库,目的地城市,物流公司,运输方式,发货日期,预计到达,实际到达,运输天数,物流运费,发货数量,件单价,物流状态
YT2606159866610,3486368111840612410,巴拉巴拉毛衫2020年秋季幼童撞色时尚圆领毛衫21033202501,巴拉巴拉 (BALABALA),母婴,广州白云仓,深圳,极兔速递,陆运快件,2026-06-15,2026-06-19,2026-06-19,4,20.33,1,49.0,已签收
YT2606155778886,3485456586653236317,珀莱雅冰川泥膜,珀莱雅 (PROYA),个护化妆,武汉东西湖仓,南昌,申通快递,标准快递,2026-06-15,2026-06-20,2026-06-20,5,17.08,1,79.0,已签收
YT2606058453532,3460305313566183542,胖虎燕郊库房 LV 9新 992011160113,路易威登 (Louis Vuitton),箱包饰品,北京通州仓,贵阳,中通快递,标准快递,2026-06-05,2026-06-07,2026-06-07,2,7.52,1,7999.0,派送中
YT2606131436299,3480206676278263513,天梭 经典系列 石英 男士腕表 41mm,天梭 (Tissot),珠宝礼品,广州白云仓,苏州,圆通快递,标准快递,2026-06-13,2026-06-14,2026-06-17,4,16.6,1,2488.0,已延误
YT2605312440882,3444289598757427200,CPB粉扑正装,肌肤之匙 (CPB),个护化妆,成都双流仓,昆明,京东物流,标准快递,2026-05-31,2026-06-03,2026-06-03,3,17.63,1,55.0,运输中
YT2605172533925,3460982101443254297,宝莲灯灯笼花盆栽,本厘,工业/农业/商业,上海嘉定仓,成都,圆通快递,标准快递,2026-05-17,2026-05-19,2026-05-22,5,28.41,5,68.0,已延误
YT2605315893105,3493307967292492921,晨光钢笔套装 随机1盒,晨光 (M&G),电脑办公,武汉东西湖仓,济南,圆通快递,陆运快件,2026-05-31,2026-06-04,2026-06-04,4,34.22,9,15.02,运输中
YT2604306636061,3424405158182936791,超能洁净柔护洗衣液,超能,未分类,成都双流仓,重庆,顺丰速运,同城配送,2026-04-30,2026-05-02,2026-05-02,2,16.9,1,69.01,运输中
YT2606138975045,3465440865898631880,短袖T恤2019年夏季女幼童荷叶边嚣张可爱百搭短袖T恤21172190103,巴拉巴拉 (BALABALA),服装,上海嘉定仓,贵阳,极兔速递,同城配送,2026-06-13,2026-06-15,2026-06-15,2,7.57,1,35.0,派送中
YT2604167566008,3476006451472938619,安洁利严选Dior diorama秀款盾牌 成色以直播间为准 GS11007,迪奥 (DIOR),运动健康,武汉东西湖仓,重庆,韵达物流,特快专递,2026-04-16,2026-04-19,2026-04-19,3,17.33,1,12800.0,派送中
YT2604107068048,3475309247284305745,纪梵希 95新 市场价11000,纪梵希 (GIVENCHY),个护化妆,北京通州仓,杭州,极兔速递,标准快递,2026-04-10,2026-04-13,2026-04-13,3,10.8,2,1999.0,运输中
YT2604236466465,3454315803246210283,字母圆形微镶耳钉LS1415,卡思亚CARSINYA,珠宝礼品,武汉东西湖仓,沈阳,京东物流,标准快递,2026-04-23,2026-04-24,2026-04-24,1,15.22,1,9.9,派送中
YT2606232139489,3418843115405061856,巴拉巴拉2019冬装新款女幼小童时尚卡通保暖内衣套装27694190330,巴拉巴拉 (BALABALA),服装,成都双流仓,哈尔滨,顺丰速运,航空快件,2026-06-23,2026-06-25,2026-06-25,2,22.09,3,80.01,已签收
YT2605106057460,3494590644016531315,利郎羊毛大衣2122Y 银灰,利郎 (Lilanz),服装,成都双流仓,郑州,圆通快递,特快专递,2026-05-10,2026-05-12,2026-05-12,2,20.73,1,294.43,运输中
YT2604092439091,3440945910983581158,瑞祺心选66 罗莱 W 黑科技物理防螨床笠 3,罗莱 (LUOLAI),未分类,上海嘉定仓,北京,极兔速递,同城配送,2026-04-09,2026-04-12,2026-04-12,3,22.54,3,197.0,已揽收
YT2605075405564,3460248856070117496,2021春季港味洋气双扣牛仔阔腿裤女T1973,优裤缘,电脑办公,北京通州仓,武汉,申通快递,陆运快件,2026-05-07,2026-05-08,2026-05-08,1,11.9,2,126.0,已揽收
YT2605267027380,3475808247338918138,ONE MORE2021夏季新款基础四色吊带背心女内搭小众,one more,服装,上海嘉定仓,合肥,圆通快递,陆运快件,2026-05-26,2026-05-31,2026-05-31,5,14.39,1,107.0,运输中
YT2604076265247,3467625090844371933,润本叮叮消蚊虫叮包舒缓棒,润本 (RUNBEN),母婴,武汉东西湖仓,西安,申通快递,航空快件,2026-04-07,2026-04-12,2026-04-12,5,1364.66,1262,14.45,派送中
YT2606046345222,3425921958213255055,卡姿兰水雾双生防晒气垫霜,卡姿兰 (CARSLAN),个护化妆,北京通州仓,郑州,极兔速递,特快专递,2026-06-04,2026-06-05,2026-06-08,4,11.73,1,194.75,已延误
YT2604052382798,3505300235389938085,斯凯奇 2021秋季女装字母串标针织舒适运动裤女,斯凯奇 (SKECHERS),未分类,上海嘉定仓,重庆,德邦物流,航空快件,2026-04-05,2026-04-06,2026-04-06,1,21.67,16,100.31,派送中
YT2605212876452,3444334418880290369,欧莱雅葡萄籽套盒,欧莱雅 (L'OREAL),未分类,成都双流仓,北京,京东物流,特快专递,2026-05-21,2026-05-25,2026-05-25,4,166.11,188,159.0,已揽收
YT2606123303345,3435368846289196299,欧佩二裂酵母寡肽臻颜冻干粉套盒,欧佩 (ou pei),未分类,上海嘉定仓,广州,德邦物流,标准快递,2026-06-12,2026-06-13,2026-06-13,1,10.06,1,1372.01,已签收
YT2605045176775,3484555545447414802,劳友会卡地亚 95新 公价96000 10101 C49692,卡地亚 (Cartier),珠宝礼品,武汉东西湖仓,西安,申通快递,航空快件,2026-05-04,2026-05-05,2026-05-05,1,9.64,1,33888.0,已签收
YT2606285130167,3475205807149313603,DB0131 复古耳环 48小时内满15发货 满20赠宋一个10格收纳盒,觅爱,家居家装,成都双流仓,天津,顺丰速运,标准快递,2026-06-28,2026-07-02,2026-07-02,4,17.23,3,3.33,派送中
YT2605266901504,3435711105790533120,091502MBOX亮片系列小方 链条包 斜挎包2010002,Mbox,箱包饰品,上海嘉定仓,宁波,中通快递,航空快件,2026-05-26,2026-05-30,2026-06-02,7,63.24,26,159.0,已延误
YT2606151049792,3467694289209951733,303抖C 古驰 99新 5147595,古驰 (GUCCI),箱包饰品,武汉东西湖仓,重庆,圆通快递,标准快递,2026-06-15,2026-06-16,2026-06-16,1,17.71,1,1099.0,派送中
YT2606072263145,3421778760054231944,连球夜钓灯钓鱼灯紫光超亮LED大功率鱼灯蓝光电筒强光夜光四光源,连球,运动健康,武汉东西湖仓,宁波,韵达物流,同城配送,2026-06-07,2026-06-10,2026-06-10,3,7.04,1,139.0,已签收
YT2605146384721,3477143492415895215,DOKKY 天生一对 运动套装女潮 2021新款休闲气质卫衣三件套DC2557,DOKKY,服装,北京通州仓,哈尔滨,德邦物流,标准快递,2026-05-14,2026-05-18,2026-05-21,7,19.98,5,99.0,已延误
YT2606231089626,3504580665326873897,拉夏贝尔2021新款秋冬时尚宽松外搭针织外套HHDRC 2066,拉夏贝尔 (La Chapelle),未分类,北京通州仓,南宁,极兔速递,标准快递,2026-06-23,2026-06-25,2026-06-25,2,14.19,2,77.88,已签收
YT2606291481629,3492716389184185446,Aokang 奥康椰子新款夏季休闲运动鞋百搭透气网面跑步鞋飞织男鞋,奥康 (AoKang),服装,上海嘉定仓,南宁,德邦物流,特快专递,2026-06-29,2026-07-04,2026-07-04,5,14.86,1,589.0,已签收
YT2604211802659,3460074892723155077,三块口水巾0505,童泰 (TONGTAI),母婴,北京通州仓,成都,京东物流,同城配送,2026-04-21,2026-04-22,2026-04-22,1,176.85,56,10.74,运输中
YT2604096260867,3488253490780892926,FILA斐乐男子运动POLO衫时尚商务百搭短袖POLO男上衣F11M128116F,斐乐 (FILA),运动健康,成都双流仓,长春,圆通快递,陆运快件,2026-04-09,2026-04-10,2026-04-10,1,17.2,1,461.0,已签收
YT2604042376225,3500852972622102740,拉夏贝尔秋季新款牛仔裤 C1Q2K002A06,拉夏贝尔 (La Chapelle),未分类,广州白云仓,福州,顺丰速运,标准快递,2026-04-04,2026-04-08,2026-04-08,4,11.81,1,69.9,已签收
YT2604031709142,3475604455368585202,TTOUCHME固体香水小众个性淡香口袋香水,TTOUCHME,个护化妆,成都双流仓,天津,极兔速递,陆运快件,2026-04-03,2026-04-07,2026-04-07,4,14.33,1,48.0,已签收
YT2604157195292,3487523374257828864,阿迪达斯女子运动外套FM9257,阿迪达斯 (Adidas),运动健康,广州白云仓,合肥,圆通快递,陆运快件,2026-04-15,2026-04-18,2026-04-18,3,15.29,1,549.0,已签收
YT2605274077635,3462606825504002580,包包女2021新款小众设计小兔子挂件时尚斜挎包,coole,珠宝礼品,武汉东西湖仓,贵阳,极兔速递,标准快递,2026-05-27,2026-05-30,2026-05-31,4,17.96,2,85.86,已延误
YT2605274917602,3459355172311030401,奢驿 Gucci古驰 2999 SY2156,古驰 (GUCCI),箱包饰品,北京通州仓,郑州,顺丰速运,陆运快件,2026-05-27,2026-05-30,2026-05-30,3,12.7,1,2999.0,已签收
YT2605312380451,3458583660742182780,拜格刀具三件套,拜格,家居家装,成都双流仓,昆明,中通快递,标准快递,2026-05-31,2026-06-05,2026-06-05,5,1251.4,658,38.98,派送中
YT2605145648162,3486611612855611415,Adidas 阿迪达斯短袖T恤男女运动休闲情侣时尚百搭上衣 61,阿迪达斯 (Adidas),服装,上海嘉定仓,南昌,圆通快递,陆运快件,2026-05-14,2026-05-15,2026-05-15,1,88.06,28,398.0,运输中
YT2606183519832,3461575565033764218,心上 路易威登 9成新 KY DBW,路易威登 (Louis Vuitton),箱包饰品,成都双流仓,南昌,德邦物流,标准快递,2026-06-18,2026-06-22,2026-06-22,4,15.28,2,5841.0,派送中
YT2604179117065,3457665304367370293,秋水伊人2020冬新品女装条纹毛针织衫6040910951,秋水伊人,服装,广州白云仓,武汉,顺丰速运,标准快递,2026-04-17,2026-04-22,2026-04-22,5,259.73,110,878.0,已签收
YT2606072864787,3472973596505339390,NS1 直播 Coach 迪士尼限定化妆包 双色可选,蔻驰 (COACH),箱包饰品,武汉东西湖仓,深圳,申通快递,航空快件,2026-06-07,2026-06-08,2026-06-08,1,7.49,1,799.0,运输中
YT2604098592219,3481743980297869781,雪花秀中样5件套,雪花秀 (SULWHASOO),个护化妆,武汉东西湖仓,武汉,德邦物流,陆运快件,2026-04-09,2026-04-14,2026-04-14,5,21.62,3,69.9,已签收
YT2606203646306,3494363476896413526,色娜娜水润定妆蜜粉,色娜娜 (Senana Marina),个护化妆,成都双流仓,长沙,中通快递,特快专递,2026-06-20,2026-06-24,2026-06-24,4,17.44,2,9.9,运输中
YT2606053418423,3457818166531601367,CONNIVE潮牌百搭MA1飞行员棉服男翻领高街短款加厚保暖棉衣外套,纵容 (connive),服装,广州白云仓,厦门,极兔速递,同城配送,2026-06-05,2026-06-07,2026-06-07,2,20.93,2,149.67,已签收
YT2604078000024,3480453984697884582,乐町贴标字母T恤设计感小众短袖t恤女CWDAB2653,乐町,服装,北京通州仓,郑州,申通快递,同城配送,2026-04-07,2026-04-11,2026-04-11,4,10.74,1,169.0,运输中
YT2604236660344,3472745971954416952,牛奢 lv 洗漱包 二号直播间,路易威登 (Louis Vuitton),箱包饰品,成都双流仓,苏州,韵达物流,同城配送,2026-04-23,2026-04-26,2026-04-28,5,14.95,1,5400.0,已延误
YT2605133984607,3506454479899903667,泰国mistine4D睫毛膏女防水纤长卷翘浓密不晕染 眼线笔,蜜丝婷 (Mistine),未分类,成都双流仓,杭州,圆通快递,同城配送,2026-05-13,2026-05-15,2026-05-15,2,7.09,1,79.0,已揽收
YT2604128515873,3450766008179100612,AA 天气丹三件套 水20ml 乳20ml 面霜10ml,后 (The history of whoo),未分类,武汉东西湖仓,济南,京东物流,特快专递,2026-04-12,2026-04-15,2026-04-16,4,14.77,4,86.62,已延误
YT2606147034277,3433702006047529283,欧诗漫套装水活奇迹四件套,欧诗漫 (OSM),个护化妆,广州白云仓,青岛,韵达物流,陆运快件,2026-06-14,2026-06-16,2026-06-16,2,10.7,1,188.0,已揽收
YT2604197254630,3391953602808512891,当良知沉睡 辨认身边的反社会人格者,机械工业出版社,图书音像,成都双流仓,昆明,申通快递,同城配送,2026-04-19,2026-04-23,2026-04-23,4,25.71,3,19.5,已签收
YT2605161944119,3492850638948307787,AIPU 爱朴爱朴胖mm欧美风连衣裙网纱镂空66066,爱朴,服装,上海嘉定仓,厦门,韵达物流,标准快递,2026-05-16,2026-05-19,2026-05-19,3,66.99,43,78.0,运输中
YT2604288587752,3480629301076970176,正品飞科剃须刀电动刮胡刀双刀头胡须刀充电式胡子刀FS876剃须刀,飞科 (Flyco),家用电器,广州白云仓,西安,申通快递,同城配送,2026-04-28,2026-05-03,2026-05-03,5,15.24,1,100.0,已签收
YT2605049250647,3465928252479116534,A 打底裤 D047,辰辰妈,服装,北京通州仓,南宁,顺丰速运,标准快递,2026-05-04,2026-05-08,2026-05-08,4,74.31,111,29.05,已签收
YT2606072316750,3492963734220080168,化妆棉送dior香水1ml组合装,迪奥 (DIOR),个护化妆,上海嘉定仓,长春,顺丰速运,特快专递,2026-06-07,2026-06-09,2026-06-09,2,107.37,48,29.74,已签收
YT2604188092819,3473432782263419600,VVC儿童防晒帽 经典款,VVC,箱包饰品,武汉东西湖仓,长春,京东物流,同城配送,2026-04-18,2026-04-19,2026-04-20,2,11.91,1,168.0,已延误
YT2604262496255,3472310720010538804,Q7156女童纯棉袜子毛球春秋中筒袜,帛采足依,服装,成都双流仓,石家庄,中通快递,陆运快件,2026-04-26,2026-04-27,2026-04-27,1,46.93,16,9.98,已签收
YT2604053413641,3503343201329276872,MiiOW 猫人秋款长袖长裤睡衣 MR6604,猫人（MiiOW）,未分类,武汉东西湖仓,天津,圆通快递,同城配送,2026-04-05,2026-04-07,2026-04-07,2,10.84,1,99.0,已签收
YT2604239925265,3459548121518997508,苹果 iPhone 12 mini 128G 黑色 99新,苹果 (APPLE),其他,上海嘉定仓,杭州,申通快递,同城配送,2026-04-23,2026-04-25,2026-04-25,2,12.4,1,5069.0,派送中
YT2605164329920,3477710752595482309,新粉小花6珊 P211535248 99新 LV 短款花朵拉链卡包零钱包,路易威登 (Louis Vuitton),箱包饰品,上海嘉定仓,青岛,申通快递,陆运快件,2026-05-16,2026-05-18,2026-05-18,2,11.24,1,3280.0,派送中
YT2604038416446,3481445733390008661,飘柔无硅油香氛洗发水润发乳洗发露护发素300 530ml洗护,飘柔 (REJOICE),个护化妆,北京通州仓,哈尔滨,中通快递,航空快件,2026-04-03,2026-04-08,2026-04-08,5,17.39,1,51.56,派送中
YT2606124724990,3477537083462158236,JA8L3丝质合体荷叶摆格纹常规款宽松短袖气质连衣裙,瑟俪,服装,成都双流仓,济南,顺丰速运,航空快件,2026-06-12,2026-06-15,2026-06-15,3,18.79,1,199.0,已签收
YT2606214762435,3485867606383185476,摇滚动物园 牛油果净透晚安卸妆膏 100g,摇滚动物园 (Rocking zoo),个护化妆,广州白云仓,天津,顺丰速运,航空快件,2026-06-21,2026-06-25,2026-06-28,7,21.66,3,79.0,已延误
YT2605214485301,3463542709531344668,ONE MORE2021春季新款肌理感雪纺衫方领上衣绿色复古长袖打底衫女,one more,服装,成都双流仓,北京,顺丰速运,标准快递,2026-05-21,2026-05-23,2026-05-26,5,16.92,3,199.0,已延误
YT2606271724936,3474540288838604822,星空裙公主娃娃,维尼小象 (WEINIXIAOXIANG),母婴,武汉东西湖仓,成都,京东物流,航空快件,2026-06-27,2026-06-29,2026-06-29,2,23.21,21,39.77,已签收
YT2605069172574,3468062876902786863,心上 迪奥 95新 公价13800元 KY DBW,迪奥 (DIOR),个护化妆,成都双流仓,昆明,韵达物流,陆运快件,2026-05-06,2026-05-08,2026-05-08,2,23.47,3,3360.0,已签收
YT2604232760004,3445927630665324710,FolliFollie芙丽钢制编织表带防水几何石英女表WF16R012,Folli Follie,未分类,广州白云仓,长春,中通快递,标准快递,2026-04-23,2026-04-24,2026-04-24,1,53.37,16,359.0,已签收
YT2604141242318,3490827797390356633,白水杜康汉唐酒窖龙马精神 52度浓香酒500ml 2瓶,白水杜康 (BAISHUIDUKANG),食品酒水,广州白云仓,广州,京东物流,标准快递,2026-04-14,2026-04-17,2026-04-17,3,18.14,2,102.9,已签收
YT2606164396834,3466695803945524930,短袖Polo衫刺绣修身翻领t恤潮流6102101367,U.S.POLOASSN.,服装,武汉东西湖仓,广州,顺丰速运,特快专递,2026-06-16,2026-06-17,2026-06-17,1,14.22,2,199.0,已揽收
YT2606138696638,3481938205161474213,元气满满 挚友聚会双人餐,汉堡王 (BURGER KING),虚拟用品,武汉东西湖仓,哈尔滨,京东物流,陆运快件,2026-06-13,2026-06-16,2026-06-16,3,23.53,7,62.37,运输中
YT2606037062465,3484208434746944054,1394 中国黄金 S925和田玉钥匙项链,中国黄金 (China Gold),珠宝礼品,北京通州仓,福州,圆通快递,陆运快件,2026-06-03,2026-06-07,2026-06-07,4,21.56,6,159.0,已签收
YT2606172343876,3451290391607963304,冬季女生中长款气质内衬外套 STFS00000802,迪瑞芙,服装,上海嘉定仓,宁波,圆通快递,陆运快件,2026-06-17,2026-06-20,2026-06-23,6,19.32,4,999.0,已延误
YT2604193420014,3435009188059809310,大宇蒸烤箱K7家用烘焙蒸烤一体机32L台式多功能,大宇 (DAEWOO),未分类,武汉东西湖仓,深圳,中通快递,标准快递,2026-04-19,2026-04-23,2026-04-23,4,16.55,2,1976.88,派送中
YT2606048436624,3457265030612006366,柳丝木洗面奶APG男女氨基酸深层清洁洁面乳霜温和控油到手两支,柳丝木 (Ositree),个护化妆,上海嘉定仓,长沙,申通快递,特快专递,2026-06-04,2026-06-08,2026-06-08,4,45.71,9,61.64,已签收
YT2605288995591,3449477925987077597,米饼溶豆拌饭海苔小馒头,小鹿蓝蓝,母婴,武汉东西湖仓,广州,申通快递,同城配送,2026-05-28,2026-05-30,2026-05-30,2,23.84,10,118.0,已签收
YT2604297428047,3443188143564660939,憨豆龙薄棉连体衣M859103KF950103FQ无骨缝制贴身舒适,憨豆龙,母婴,武汉东西湖仓,石家庄,极兔速递,特快专递,2026-04-29,2026-05-04,2026-05-04,5,6.33,1,29.9,已签收
YT2606107124411,3438866616308383225,一叶子蜜桃身体乳,一叶子 (One Leaf),个护化妆,北京通州仓,青岛,中通快递,同城配送,2026-06-10,2026-06-12,2026-06-12,2,14.82,1,39.0,派送中
YT2604213595514,3450425668704310674,芙清密钥水杨酸控油清洁棉片,芙清密钥,运动健康,成都双流仓,合肥,顺丰速运,同城配送,2026-04-21,2026-04-26,2026-04-26,5,15.27,1,116.06,派送中
YT2605227797944,3475849869741158190,心上 路易威登 腰带 腰链 95新 ZYJ XWB,路易威登 (Louis Vuitton),箱包饰品,北京通州仓,广州,顺丰速运,同城配送,2026-05-22,2026-05-24,2026-05-24,2,16.09,1,2640.0,派送中
YT2605276921869,3490863364249413281,181 3D硬金烤漆金钱豹吊坠,中国黄金 (China Gold),珠宝礼品,成都双流仓,成都,顺丰速运,标准快递,2026-05-27,2026-05-31,2026-05-31,4,17.04,1,259.0,已揽收
YT2604126216789,3447953268372803045,韩国兰芝水库凝肌水乳套装,兰芝 (Laneige),未分类,北京通州仓,杭州,京东物流,陆运快件,2026-04-12,2026-04-16,2026-04-16,4,21.28,8,245.0,已签收
YT2605093619806,3450390477747149620,迪士尼宝宝记忆枕TT004PL,迪士尼 (DISNEY),母婴,上海嘉定仓,深圳,韵达物流,标准快递,2026-05-09,2026-05-10,2026-05-10,1,13.5,1,43.43,运输中
YT2605224779058,3492739070923260803,斯凯奇 女士休闲鞋 断码福利155491,斯凯奇 (SKECHERS),服装,广州白云仓,南昌,中通快递,陆运快件,2026-05-22,2026-05-24,2026-05-24,2,29.13,7,127.22,已签收
YT2606252363032,3470105842530010164,胖虎 路易威登 95新 公价22000 992103100039,路易威登 (Louis Vuitton),箱包饰品,成都双流仓,长沙,京东物流,特快专递,2026-06-25,2026-06-26,2026-06-26,1,16.01,2,9599.0,运输中
YT2605119756410,3415672703691134929,芭芭鸭儿童机能包头凉鞋,芭芭鸭 (Babaya),母婴,武汉东西湖仓,北京,中通快递,航空快件,2026-05-11,2026-05-16,2026-05-16,5,15.06,1,69.0,已揽收
YT2604127928222,3457989314728877108,北京同仁堂兰色视界护眼贴,同仁堂 (TONGRENTANG),运动健康,武汉东西湖仓,沈阳,京东物流,标准快递,2026-04-12,2026-04-13,2026-04-13,1,21.86,2,49.9,已签收
